시도명,시군구명,위도,경도
서울특별시,은평구,37.608155,126.921463
서울특별시,은평구,37.58321448,126.8939923
서울특별시,은평구,37.60091568,126.9319959
서울특별시,은평구,37.63199016,126.925787
서울특별시,은평구,37.61209401,126.9200674
서울특별시,은평구,37.60326588,126.927312
서울특별시,은평구,37.59218566,126.9067785
서울특별시,은평구,37.61960504,126.9140179
서울특별시,은평구,37.62238207,126.9310756
서울특별시,은평구,37.60292818,126.9112576
서울특별시,은평구,37.61861937,126.9164484
서울특별시,은평구,37.61299788,126.9089174
서울특별시,은평구,37.60997237,126.9295333
서울특별시,은평구,37.62604567,126.9289395
서울특별시,은평구,37.63300437,126.9217255
서울특별시,은평구,37.61363087,126.9098752
서울특별시,은평구,37.58543677,126.9085149
서울특별시,은평구,37.64462051,126.9300865
서울특별시,은평구,37.602239,126.9132315
서울특별시,은평구,37.58840391,126.9186038
서울특별시,은평구,37.611026,126.929174
서울특별시,은평구,37.600581,126.921958
서울특별시,은평구,37.61717661,126.9059206
서울특별시,은평구,37.637515,126.9177904
서울특별시,은평구,37.59818739,126.9120947
서울특별시,은평구,37.5933429,126.9133437
서울특별시,은평구,37.6121646,126.919998
서울특별시,은평구,37.611389,126.927321
서울특별시,은평구,37.5907324,126.924523
서울특별시,은평구,37.6211896,126.9290475
서울특별시,은평구,37.61954385,126.9332431
서울특별시,은평구,37.60917058,126.9071921
서울특별시,은평구,37.60406763,126.914794
서울특별시,은평구,37.597677,126.9046048862
서울특별시,은평구,37.60349147,126.9321581
서울특별시,은평구,37.61104863,126.9084026
서울특별시,은평구,37.61105112,126.9084057
서울특별시,은평구,37.60507778,126.9085136
서울특별시,은평구,37.58798759,126.9205332
서울특별시,은평구,37.62408406,126.9251926
서울특별시,은평구,37.61357878,126.9202282
서울특별시,은평구,37.61246338,126.9261156
서울특별시,은평구,37.59759438,126.9168926
서울특별시,은평구,37.60323188,126.9272906
서울특별시,은평구,37.61789898,126.9238542
서울특별시,은평구,37.58426408,126.9044678
서울특별시,은평구,37.6342335,126.9266854
서울특별시,은평구,37.6342267,126.9266061
서울특별시,은평구,37.6390125,126.9186959
서울특별시,은평구,37.63448977,126.9190181
서울특별시,은평구,37.62952344,126.9301368
서울특별시,은평구,37.62066347,126.9247031788
서울특별시,은평구,37.61961705,126.9228401
서울특별시,은평구,37.61933885,126.9211102
서울특별시,은평구,37.60879855,126.9265632
서울특별시,은평구,37.60093764,126.9199717
서울특별시,은평구,37.58858075,126.9138709
서울특별시,은평구,37.58840547,126.9160053
서울특별시,은평구,37.59694549,126.9188663
서울특별시,은평구,37.5816542,126.9048558
서울특별시,은평구,37.62612523,126.9276676
서울특별시,은평구,37.618033,126.918187
서울특별시,은평구,37.61913445,126.9154328
서울특별시,은평구,37.60104548,126.9341043
서울특별시,은평구,37.612209,126.9321304
서울특별시,은평구,37.60997373,126.9139878
서울특별시,은평구,37.60540875,126.910488
서울특별시,은평구,37.61950535,126.9175505
서울특별시,은평구,37.61415704,126.9100768
서울특별시,은평구,37.593671,126.917791
서울특별시,은평구,37.63336308,126.9183396
서울특별시,은평구,37.59890333,126.9101334
서울특별시,은평구,37.58804666,126.9166582
서울특별시,은평구,37.5914802,126.917733
서울특별시,은평구,37.59780463,126.9078799
서울특별시,은평구,37.6034311,126.921604
서울특별시,은평구,37.60741702,126.9235818
서울특별시,은평구,37.6110097,126.9218438
서울특별시,은평구,37.61133444,126.9174463
서울특별시,은평구,37.61293665,126.9137026
서울특별시,은평구,37.59873518,126.9206563
서울특별시,은평구,37.63977313,126.9401203
서울특별시,은평구,37.645032,126.924858
서울특별시,은평구,37.59231434,126.9066086
서울특별시,은평구,37.6469476,126.9286616
서울특별시,은평구,37.64165262,126.940182285
서울특별시,은평구,37.58896526,126.9226651
서울특별시,은평구,37.64801161,126.9300741
서울특별시,은평구,37.645795,126.9264701
서울특별시,은평구,37.644114,126.922732
서울특별시,은평구,37.64225902,126.923143
서울특별시,은평구,37.61656015,126.9190375
서울특별시,은평구,37.61209921,126.9175247
서울특별시,은평구,37.6067999,126.9154127
서울특별시,은평구,37.60978524,126.9198037
서울특별시,은평구,37.63691325,126.9187605
서울특별시,은평구,37.63421352,126.9235869
서울특별시,은평구,37.619623,126.919952
서울특별시,은평구,37.620839,126.919083
서울특별시,은평구,37.622188,126.919049
서울특별시,은평구,37.582434,126.905371
서울특별시,은평구,37.621589,126.926707
서울특별시,은평구,37.623448,126.927469
서울특별시,은평구,37.6145004,126.9175201
서울특별시,은평구,37.599022,126.916948
서울특별시,은평구,37.609032,126.915513
서울특별시,은평구,37.610179,126.915162
서울특별시,은평구,37.602314,126.9161395
서울특별시,은평구,37.603974,126.915333
서울특별시,은평구,37.600599,126.915745
서울특별시,은평구,37.62572258,126.9181468
서울특별시,은평구,37.62347828,126.9169429
서울특별시,은평구,37.62070735,126.9163853
서울특별시,은평구,37.61488209,126.9127504
서울특별시,은평구,37.61045248,126.9110836
서울특별시,은평구,37.607386,126.910889
서울특별시,은평구,37.602752,126.910215
서울특별시,은평구,37.61249422,126.9155026
서울특별시,금천구,37.46935918,126.8970019
서울특별시,구로구,37.50641601,126.8838121
서울특별시,구로구,37.50243573,126.8797605
서울특별시,구로구,37.50364624,126.8875442
서울특별시,양천구,37.52570868,126.864113
서울특별시,동작구,37.49846478,126.9205327
서울특별시,동작구,37.50163381,126.9493491
서울특별시,동작구,37.49518192,126.9564432
서울특별시,양천구,37.51837597,126.8776902
서울특별시,영등포구,37.49231066,126.9087284
서울특별시,종로구,37.569998,126.975498
서울특별시,종로구,37.57341114,126.9711666
서울특별시,종로구,37.57219321,127.013539
서울특별시,종로구,37.57478743,126.9674235
서울특별시,종로구,37.60197543,126.9805513
서울특별시,종로구,37.57405626,127.016
서울특별시,종로구,37.58917094,126.9710886
서울특별시,종로구,37.58580932,126.9836738
서울특별시,종로구,37.5916275,126.963659
서울특별시,종로구,37.593134,126.9635966
서울특별시,종로구,37.595275,126.9634363
서울특별시,종로구,37.571613,126.9936943
서울특별시,종로구,37.59075347,126.9663641
서울특별시,종로구,37.59075347,126.9663641
서울특별시,종로구,37.59075347,126.9663641
서울특별시,종로구,37.57242047,127.0096783
서울특별시,종로구,37.57276226,126.9646032
서울특별시,종로구,37.578781,127.0087862
서울특별시,종로구,37.57679731,127.0218606
서울특별시,종로구,37.56741517,126.9656764
서울특별시,종로구,37.5744755,126.9887758
서울특별시,종로구,37.57215252,127.0106771
서울특별시,종로구,37.578332,126.986769
서울특별시,종로구,37.58185298,127.002874
서울특별시,종로구,37.58248711,127.0024716
서울특별시,종로구,37.57185254,126.9841704
서울특별시,종로구,37.58712095,126.9834481
서울특별시,종로구,37.581843,127.0022927
서울특별시,종로구,37.57062536,126.9760114
서울특별시,종로구,37.585041,126.9822176
서울특별시,종로구,37.5775997,127.0042955
서울특별시,종로구,37.57959889,127.0018254
서울특별시,종로구,37.58496996,127.0030976
서울특별시,종로구,37.583398,127.0013221
서울특별시,종로구,37.59154805,126.9984363
서울특별시,종로구,37.589879,126.9993371
서울특별시,종로구,37.58337305,127.0027363
서울특별시,종로구,37.58246148,127.00402
서울특별시,종로구,37.57236955,126.9913914
서울특별시,종로구,37.57167434,126.980701
서울특별시,종로구,37.58120109,126.9728749
서울특별시,종로구,37.58588676,127.0007091
서울특별시,종로구,37.58685452,127.000564
서울특별시,종로구,37.58863443,127.0002536
서울특별시,종로구,37.57421553,126.9599722
서울특별시,종로구,37.56870301,126.971984
서울특별시,종로구,37.57587364,127.005021
서울특별시,종로구,37.583035,126.998515
서울특별시,종로구,37.57946353,126.9818392
서울특별시,종로구,37.57209884,126.981492
서울특별시,종로구,37.574387,126.9841662
서울특별시,종로구,37.57404352,126.9851386
서울특별시,종로구,37.57287866,126.9861471
서울특별시,종로구,37.57167906,126.9868412
서울특별시,종로구,37.573543,126.991467
서울특별시,종로구,37.571712,126.9920218
서울특별시,종로구,37.569306,126.9920781
서울특별시,종로구,37.57371807,127.0056598
서울특별시,종로구,37.57328288,127.003683
서울특별시,종로구,37.584326,126.9973937
서울특별시,종로구,37.5700842,126.990433
서울특별시,종로구,37.57076582,126.993308
서울특별시,종로구,37.57025878,126.9941061
서울특별시,종로구,37.570772,127.000633
서울특별시,종로구,37.5707829,127.003371
서울특별시,종로구,37.57077915,127.0049208
서울특별시,종로구,37.571567,127.0110111
서울특별시,종로구,37.57158275,127.0130949
서울특별시,종로구,37.57155912,127.014138
서울특별시,종로구,37.574349,127.0154349
서울특별시,종로구,37.57086399,127.015626
서울특별시,종로구,37.57621831,127.0157865
서울특별시,종로구,37.58209615,127.0031785
서울특별시,종로구,37.58118552,127.0029999
서울특별시,종로구,37.56969962,126.974908
서울특별시,종로구,37.574267,126.9869285
서울특별시,종로구,37.57528783,126.9861675
서울특별시,종로구,37.57276352,126.9879025
서울특별시,종로구,37.572472,126.988537
서울특별시,종로구,37.57154252,126.9890539
서울특별시,종로구,37.56938028,126.9897716
서울특별시,종로구,37.57488095,126.9719863
서울특별시,종로구,37.57632648,126.969346
서울특별시,종로구,37.57070649,127.0073287
서울특별시,종로구,37.57465403,126.9685752
서울특별시,종로구,37.574786,126.9583625
서울특별시,종로구,37.60817976,126.957646
서울특별시,종로구,37.60512076,126.961184
서울특별시,종로구,37.57666968,126.9726876
서울특별시,종로구,37.577275,126.9719875
서울특별시,종로구,37.57844721,126.9713781
서울특별시,종로구,37.58222167,126.9703429
서울특별시,종로구,37.586539,126.9695943
서울특별시,종로구,37.598034,126.9619287
서울특별시,종로구,37.59310266,126.96558
서울특별시,종로구,37.60686264,126.9690062
서울특별시,종로구,37.60556086,126.967231
서울특별시,종로구,37.569667,126.997688
서울특별시,종로구,37.58177894,126.9845971
서울특별시,종로구,37.58002991,126.9851778
서울특별시,종로구,37.58479663,126.9711012
서울특별시,종로구,37.599703,126.959064
서울특별시,종로구,37.60044056,126.9567149
서울특별시,종로구,37.58564486,126.968775
서울특별시,종로구,37.57420982,126.964661
서울특별시,종로구,37.5794575,126.986666
서울특별시,종로구,37.60262269,126.960613
서울특별시,종로구,37.603958,126.9611197
서울특별시,종로구,37.57708069,126.9679377
서울특별시,종로구,37.577185,126.9690594
서울특별시,종로구,37.58919536,126.9973938
서울특별시,종로구,37.57476768,127.0138536
서울특별시,종로구,37.58643752,126.968635
서울특별시,종로구,37.57429156,127.0032042
서울특별시,종로구,37.591126,126.9949098
서울특별시,종로구,37.6107365,126.9563721
서울특별시,종로구,37.5838108,126.9671421
서울특별시,종로구,37.574936,126.970238
서울특별시,종로구,37.598687,126.960875
서울특별시,종로구,37.601661,126.9627355
서울특별시,종로구,37.57487529,127.0199617
서울특별시,종로구,37.580694,126.9675955
서울특별시,종로구,37.57422275,126.9876165
서울특별시,종로구,37.57184786,126.9761683
서울특별시,종로구,37.57486845,127.0150595
서울특별시,종로구,37.582096,127.0001329
서울특별시,종로구,37.57418871,127.0152967
서울특별시,종로구,37.58146041,127.005638
서울특별시,종로구,37.57345439,127.0065578
서울특별시,종로구,37.57894831,127.0144675
서울특별시,종로구,37.57875741,127.0109477
서울특별시,종로구,37.58145126,127.0146229
서울특별시,종로구,37.58145126,127.0146229
서울특별시,종로구,37.579708,127.0171383
서울특별시,종로구,37.5791427,127.0070356
서울특별시,종로구,37.58965533,127.001478
서울특별시,종로구,37.5739848,127.0013443
서울특별시,종로구,37.586262,127.0027406
서울특별시,종로구,37.57506182,126.9874209
서울특별시,종로구,37.58016659,126.985109
서울특별시,종로구,37.58129728,126.969487
서울특별시,종로구,37.579399,126.9719864
서울특별시,종로구,37.60584046,126.9602761
서울특별시,관악구,37.47962478,126.9562858
서울특별시,동작구,37.47691752,126.977537
서울특별시,양천구,37.52008282,126.8448493
서울특별시,양천구,37.53959273,126.8262153
서울특별시,강서구,37.5332369,126.845549
서울특별시,강서구,37.55156765,126.8644078
서울특별시,강서구,37.56919887,126.8161774
서울특별시,양천구,37.52139142,126.8403763
서울특별시,서대문구,37.58660301,126.946988
서울특별시,마포구,37.55503129,126.9377942
서울특별시,구로구,37.49709148,126.8572337
서울특별시,영등포구,37.53633216,126.8987743
서울특별시,중구,37.56020699,126.9829265
서울특별시,성북구,37.603285,127.0316301
서울특별시,동대문구,37.598573,127.0675393
서울특별시,중구,37.558826,127.006086
서울특별시,동작구,37.5090905,126.9631596
서울특별시,동작구,37.50783722,126.9656085
서울특별시,마포구,37.56397334,126.8847774
서울특별시,중구,37.55281234,127.0117835
서울특별시,은평구,37.59964368,126.9375026
서울특별시,성북구,37.59743153,127.03544
서울특별시,동작구,37.48915448,126.965561
서울특별시,강남구,37.46318928,127.0932523
서울특별시,성북구,37.59769185,127.0347307
서울특별시,중랑구,37.59019347,127.0868261
서울특별시,동작구,37.5153035,126.9522458
서울특별시,동작구,37.50504513,126.9766603
서울특별시,종로구,37.57404415,126.967268
서울특별시,송파구,37.51832853,127.0730667
서울특별시,서초구,37.4588448,127.0775524
서울특별시,강남구,37.46476211,127.0943281
서울특별시,동대문구,37.57855999,127.0757616
서울특별시,양천구,37.52707541,126.870746
서울특별시,중랑구,37.6165991,127.0980956
서울특별시,영등포구,37.50509899,126.8939976
서울특별시,노원구,37.63478143,127.1016921
서울특별시,성북구,37.61533339,127.058516
서울특별시,강동구,37.53486622,127.134362
서울특별시,동대문구,37.57364767,127.0377202
서울특별시,성북구,37.59177,127.013506
서울특별시,구로구,37.50156787,126.8471623
서울특별시,강남구,37.4743038,127.060405
서울특별시,강남구,37.4750296,127.047735
서울특별시,강남구,37.495228,127.053598
서울특별시,강동구,37.541057,127.1378287
서울특별시,중랑구,37.581231,127.0807092
서울특별시,강남구,37.4926466,127.0533774
서울특별시,동작구,37.49962,126.9429971
서울특별시,양천구,37.513825,126.828996
서울특별시,종로구,37.57272286,127.0160832
서울특별시,중구,37.56649182,126.9818658
서울특별시,강동구,37.53438895,127.1391394
서울특별시,용산구,37.519975,126.990862
서울특별시,양천구,37.54273046,126.8631374
서울특별시,강서구,37.54191308,126.8626072
서울특별시,영등포구,37.51872554,126.9117337
서울특별시,송파구,37.52243873,127.1009041
서울특별시,영등포구,37.54790297,126.8877116
서울특별시,광진구,37.565887,127.0777383
서울특별시,마포구,37.56044308,126.8967713
서울특별시,마포구,37.56675416,126.9161067
서울특별시,종로구,37.57044596,126.9983949
서울특별시,강동구,37.54757217,127.1726635
서울특별시,양천구,37.53539226,126.8877343
서울특별시,도봉구,37.66261894,127.0410483
서울특별시,용산구,37.54094231,126.9618319
서울특별시,관악구,37.48164117,126.9521444
서울특별시,구로구,37.48845942,126.8768618
서울특별시,마포구,37.5486026,126.959115
서울특별시,마포구,37.5526923,126.9124983
서울특별시,도봉구,37.64588348,127.0326169
서울특별시,도봉구,37.68837403,127.045344
서울특별시,광진구,37.55462765,127.0941654
서울특별시,중랑구,37.59437134,127.0768545
서울특별시,강동구,37.53145941,127.14984
서울특별시,강동구,37.53116592,127.1492308
서울특별시,송파구,37.50326237,127.1498419
서울특별시,송파구,37.50397814,127.1507228
서울특별시,광진구,37.55209156,127.0922874
서울특별시,광진구,37.56545885,127.0803204
서울특별시,광진구,37.56524214,127.082693
서울특별시,광진구,37.56507447,127.0832086
서울특별시,광진구,37.53766749,127.0915615
서울특별시,성북구,37.61723,127.0481687
서울특별시,성북구,37.59374656,127.0131036
서울특별시,강북구,37.63961367,127.0278494
서울특별시,강북구,37.624168,127.04988
서울특별시,강서구,37.53892662,126.8426011
서울특별시,강서구,37.54807449,126.8708478
서울특별시,관악구,37.481749,126.9526562
서울특별시,관악구,37.48865063,126.9288514
서울특별시,관악구,37.48267711,126.9017949
서울특별시,광진구,37.54546793,127.0855704
서울특별시,구로구,37.48584845,126.876156
서울특별시,구로구,37.50040335,126.8723489
서울특별시,금천구,37.46965559,126.8984435
서울특별시,금천구,37.47116193,126.8977407
서울특별시,도봉구,37.67180606,127.044096
서울특별시,도봉구,37.65109541,127.0357092
서울특별시,동대문구,37.59829668,127.0579424
서울특별시,동대문구,37.58625666,127.0331059
서울특별시,동작구,37.5131554,126.938856
서울특별시,서초구,37.49072223,127.0076418
서울특별시,서초구,37.501945,127.003763
서울특별시,서초구,37.493756,127.0130169
서울특별시,성북구,37.60410063,127.0258353
서울특별시,성북구,37.61282886,127.0071577
서울특별시,송파구,37.471056,127.1267712
서울특별시,송파구,37.48782867,127.1206324
서울특별시,양천구,37.51742089,126.8397119
서울특별시,은평구,37.63225081,126.9299824
서울특별시,중구,37.55964972,127.0061539
서울특별시,중구,37.55971887,126.972194
서울특별시,성북구,37.60603113,127.0476799
서울특별시,성북구,37.61607297,127.008607
서울특별시,성북구,37.61009725,127.0228134
서울특별시,성북구,37.61576919,127.0049329
서울특별시,성북구,37.58311613,127.0200452
서울특별시,성북구,37.608437,127.0043656
서울특별시,성북구,37.59784656,127.0099732
서울특별시,강서구,37.55553061,126.870358
서울특별시,강남구,37.52207791,127.061681
서울특별시,강남구,37.52207791,127.061681
서울특별시,서초구,37.50719502,126.991688
서울특별시,서초구,37.50719502,126.991688
서울특별시,용산구,37.51767516,126.9926663
서울특별시,용산구,37.51767516,126.9926663
서울특별시,성동구,37.54181056,127.030807
서울특별시,성동구,37.54181056,127.030807
서울특별시,중랑구,37.57581551,127.0792235
서울특별시,중랑구,37.57581551,127.0792235
서울특별시,노원구,37.64253762,127.0569697
서울특별시,노원구,37.64253762,127.0569697
서울특별시,성동구,37.5586462,127.0694239
서울특별시,광진구,37.53035265,127.0655225
서울특별시,용산구,37.53322953,126.948749
서울특별시,강남구,37.50764839,127.0340403
서울특별시,강남구,37.5009805,127.0361358
서울특별시,강동구,37.53933917,127.123316
서울특별시,강북구,37.609331,127.030497
서울특별시,강동구,37.54672703,127.13482
서울특별시,강동구,37.55344749,127.12566
서울특별시,강동구,37.56220877,127.179837
서울특별시,동작구,37.499297,126.9588857
서울특별시,동작구,37.4852085,126.9731479
서울특별시,동작구,37.49940448,126.944007
서울특별시,동작구,37.49958958,126.9256371
서울특별시,강동구,37.55092811,127.1258884
서울특별시,강동구,37.56911869,127.1785941
서울특별시,강동구,37.54821683,127.124733
서울특별시,강동구,37.556251,127.165844
서울특별시,양천구,37.515522,126.8714616
서울특별시,양천구,37.52026763,126.872409
서울특별시,양천구,37.51387165,126.8420464
서울특별시,은평구,37.61233381,126.9317378
서울특별시,은평구,37.5940291,126.9215658
서울특별시,은평구,37.600895,126.9332469
서울특별시,은평구,37.60369969,126.9279017
서울특별시,은평구,37.58351873,126.8936727
서울특별시,은평구,37.59358279,126.9131406
서울특별시,은평구,37.610323,126.9109738
서울특별시,강동구,37.54361527,127.13225
서울특별시,은평구,37.65844348,126.94666
서울특별시,은평구,37.619177,126.9156493
서울특별시,은평구,37.61353085,126.9247576
서울특별시,은평구,37.62147569,126.926098
서울특별시,은평구,37.60891499,126.9107892
서울특별시,성북구,37.59647483,127.01479
서울특별시,성북구,37.61095861,127.0480039
서울특별시,중구,37.56378783,126.9720891
서울특별시,중구,37.564824,127.0225307
서울특별시,중구,37.555358,127.011863
서울특별시,중구,37.55997122,127.0117048
서울특별시,중구,37.56106256,127.0189744
서울특별시,중구,37.56194948,127.0012351
서울특별시,중구,37.56908888,126.9746579
서울특별시,중구,37.55769318,126.9673958
서울특별시,중구,37.56074976,126.986468
서울특별시,중구,37.56115495,126.985868
서울특별시,중구,37.56771654,127.0163481
서울특별시,중구,37.56729928,127.0156879
서울특별시,관악구,37.46854619,126.9396164
서울특별시,관악구,37.46058867,126.9206174
서울특별시,관악구,37.4760123,126.9588358
서울특별시,송파구,37.49895742,127.102543
서울특별시,송파구,37.48944215,127.1110274
서울특별시,송파구,37.4971706,127.128468
서울특별시,송파구,37.49534146,127.1531241
서울특별시,송파구,37.5059047,127.1097315
서울특별시,송파구,37.4970445,127.1409942
서울특별시,송파구,37.5065796,127.1345988
서울특별시,송파구,37.48762503,127.1449361
서울특별시,송파구,37.50002115,127.1076044
서울특별시,강동구,37.54122987,127.146891
서울특별시,강동구,37.55716556,127.1518605
서울특별시,강동구,37.56039822,127.155299
